1.027942657,0.075716004,1.06239903,1.266845703,1.219942093,0.065307617,0.066413306,1.153512478,0.769042969,0.000377655,-0.04488859,0.636330843,30.69695091,942.7077026,65.01526642,39.1686058,25.07633591,-0.300538391,-0.128964663,-67.21373749,0.558324695,-0.069210984,0.009714127,0.13832061,0.01922694,0.427001953,1.219942093,0.131347656,-0.232549235,0.845980883,-0.346191406,0.011892319,0.083078712,1.602933884,10.79273701,119.0526047,40.79389191,39.16858673,9.629771233,0.187048838,1.673532963,-31.25190926,0.752027035,-0.021707637,0.060935974,0.108705722,0.015530109,0.343017578,1.219942093,0.062011719,0.277603567,1.250835896,-0.301269531,0.010398865,0.979407251,0.56506443,11.79828453,139.5187988,41.25954056,39.16859055,12.29771042,0.334944606,0.588586092,-24.35114479,0.790257692,0.97622329,"CLOCKWISE"
1.019929886,0.096115425,1.049495339,1.46484375,1.270076752,0.084594727,0.681680679,3.716137409,0.749511719,0.001310349,0.118807755,0.302957684,28.49699974,812.1704712,48.12213898,39.27199173,24.53053474,-0.822168887,0.390555382,-76.91603088,1.887881756,-0.075451843,0.058410645,0.126247078,0.019350097,0.376220703,1.270076752,0.121826172,-0.429336727,0.693131447,-0.290527344,0.014221191,0.037383053,0.726383209,11.52807999,133.4243469,39.89313126,39.27200317,11.41984749,0.682180345,1.363913536,-26.83969498,0.226384282,-0.163078845,0.12364769,0.109511517,0.027281506,0.414306641,1.270076752,0.07800293,0.474963427,0.482322931,-0.126708984,0.013418198,0.959890842,-0.717736244,13.80682564,191.1436005,40.97710037,39.27200317,16.56106949,-0.124123275,0.858793736,-47.16030502,0.935291708,0.954313397,"CLOCKWISE"
1.016468048,0.088865429,1.041104555,1.347412109,1.260719299,0.077148438,-0.894144356,6.56865406,0.546630859,0.001110077,-0.059330013,0.991352916,31.15316963,971.5024414,85.98473358,43.57944489,35.7022934,0.07121148,0.033136129,-64.40457916,1.367426991,-0.027269425,0.023393631,0.153502956,0.024110405,0.369140625,1.260719299,0.17590332,-0.56209451,0.248415947,-0.436279297,0.023603439,0.035263382,0.737893879,16.39569283,269.3631897,57.1450386,43.57945251,16.44656372,0.398462415,1.863156319,-56.8549614,0.936368585,-0.042407189,0.099637985,0.131525114,0.02722656,0.899414063,1.260719299,0.099121094,1.88791275,9.165466309,-0.152587891,0.019926071,0.912268996,0.73425597,12.09716606,146.8805389,43.04580307,43.57944489,11.77862549,0.65881896,1.83265686,-30.44274902,0.333492726,0.976893485,"CLOCKWISE"
1.003551483,0.11211098,1.019684672,1.272460938,1.289388657,0.095214844,-1.325963259,4.620911121,0.477294922,0.007801056,-0.100090295,0.5923177,30.57017899,934.8870239,57.93893051,40.77092743,34.23282623,-0.425409615,-0.279107809,-74.03053284,1.300820351,-0.025534436,0.046602249,0.131611452,0.019493332,0.364746094,1.289388657,0.154541016,-0.504094243,0.500724077,-0.367675781,0.017484665,-0.121641792,-0.496898741,11.42055511,130.6759796,34.68702316,40.77092743,10.70228958,-0.813323617,5.080928802,-57.75572586,1.035068631,-0.055484928,0.162513733,0.114746444,0.039577432,0.491699219,1.289388657,0.107421875,-0.309385747,4.709564686,-0.412109375,0.013465881,0.948929608,0.370646775,13.33682919,178.0083008,32.76335907,40.77093506,14.96946526,-0.233717635,0.346947193,-38.53435135,0.511033058,0.985457182,"CLOCKWISE"
1.028606415,0.083796293,1.065052986,1.296875,1.209379196,0.087890625,0.159260392,0.812683582,0.792236328,0.005046844,0.101599723,0.583788872,29.8531208,891.5497437,61.27481079,40.36956406,31.84351349,-0.425387472,-0.375538826,-63.58015442,1.011630297,0.011850744,-0.019828796,0.121523291,0.015161071,0.273193359,1.209379196,0.137939453,-0.169696018,-0.041884899,-0.334960938,0.012626648,0.004538031,1.01145041,12.12255001,147.9793549,35.45038223,40.36956787,11.28244305,-0.272770286,1.358130932,-42.23664093,0.099236667,0.059401195,0.067724228,0.100566298,0.014700139,0.358154297,1.209379196,0.07824707,0.854580164,0.954890966,-0.174316406,0.013036728,0.973932087,-0.584565639,12.5912075,158.8801575,39.2137413,40.36956024,11.44274807,-0.598449647,1.391794205,-39.74809265,1.775405526,0.96678859,"CLOCKWISE"
1.021854401,0.076826148,1.050088882,1.424072266,1.259002686,0.081665039,1.150393009,5.973146439,0.824951172,0.000362396,-0.015161012,1.101324558,31.70071411,1006.147888,79.8625946,39.1051445,24.9312973,-0.09118861,0.299889565,-64.90839386,0.467732131,-0.090020418,-0.008985519,0.129652426,0.016890477,0.264892578,1.259002686,0.159423828,-0.706768572,0.59373188,-0.447753906,0.019483566,0.295385003,2.00554657,11.94093037,146.6080322,41.35877991,39.10514069,9.984732628,0.454763323,2.531038761,-41.38167953,1.60860002,-0.090573147,0.131544113,0.102521114,0.027814416,0.450927734,1.259002686,0.109619141,0.553176582,0.585191488,-0.153076172,0.008375168,0.945135832,0.119811691,12.71996498,161.8118439,39.07633591,39.10514069,11.05725193,0.084551424,1.694461346,-41.61068726,1.226682901,0.970847726,"CLOCKWISE"
1.02807045,0.075183563,1.062581658,1.424316406,1.22439003,0.071289063,1.575696349,7.341026306,0.842285156,0.007928848,-0.006347039,1.708908916,31.01957893,965.1349487,82.32824707,42.85209656,43.32061005,0.259704411,-0.356848955,-52.22137451,1.972271681,-0.04853854,-0.024997711,0.120178036,0.015067639,0.244140625,1.22439003,0.124023438,-0.740457177,0.628438711,-0.412597656,0.027317047,-0.12381158,-0.603888214,10.37411308,107.9869461,40.38167953,42.85211563,13.37022972,0.560442924,1.732801914,-27.31297684,0.145873234,-0.015553972,0.099708557,0.077864811,0.016004711,0.283691406,1.22439003,0.103393555,-0.229054257,0.158142805,-0.152832031,0.004173279,0.917608321,0.422650367,15.38835621,236.9799957,46.65649033,42.85208893,14.88549614,-0.036363926,0.984540462,-47.70228958,0.781429291,0.973423958,"CLOCKWISE"
1.024169922,0.072121739,1.054125667,1.285644531,1.223134995,0.080200195,0.392005682,1.073509693,0.831054688,0.004150391,0.307701528,1.166685104,26.10481453,682.8227539,54.84732819,40.83402634,36.53435135,-0.18216534,-0.746339321,-51.05343628,2.653924227,-0.01620171,0.023263931,0.106112599,0.011801081,0.240722656,1.223134995,0.135009766,-0.65613699,0.237862825,-0.279052734,0.016775131,-0.280203313,-0.801586211,9.72177124,95.15540314,27.22137451,40.83403015,12.45419884,0.420555443,0.325001478,-26.19083977,0.40070343,-0.159840465,0.106708527,0.072380506,0.016625632,0.301757813,1.223134995,0.110229492,-0.145469636,-0.597220898,-0.046142578,0.011699677,0.972253501,-1.608003378,15.75613785,250.8415985,45.41984558,40.83403397,17.17938995,0.264057308,0.705873251,-45.11450195,0.781310081,0.965703845,"CLOCKWISE"
1.022253036,0.07617195,1.050803781,1.171142578,1.228170395,0.084594727,-1.500198245,7.119995117,0.585693359,0.005701065,0.196288452,5.542402744,31.03331184,993.7850342,65.65648651,41.92140961,37.37786102,-0.528480828,-0.504060268,-63.3511467,6.068287373,-0.005155799,0.073165894,0.100142345,0.015381727,0.272705078,1.228170395,0.14465332,-0.490799636,-0.071040392,-0.185546875,0.008621216,-0.218384519,0.441555589,9.440045357,89.30944061,30.17557335,41.92140198,11.81297684,0.78650558,0.969915867,-16.9312973,0.007633597,0.040265426,0.092479706,0.089537598,0.016569462,0.298339844,1.228170395,0.106567383,0.509934545,-0.33020401,-0.094726563,0.013744354,0.91763407,-0.956285894,11.51156235,133.4305725,29.77099228,41.92139816,12.66793919,-0.152511835,0.297115326,-30.38931274,0.255725205,0.976612985,"CLOCKWISE"
1.025810242,0.066529825,1.056712747,1.287353516,1.22413063,0.07043457,0.087932415,3.405288219,0.7734375,0.001098633,0.156293958,2.794251204,31.14336777,977.7175293,67.47328186,40.070961,43.11450195,-0.176388577,-0.580944538,-57.87786102,1.152313352,-0.052526757,-0.049060822,0.111596741,0.014860772,0.187255859,1.22413063,0.127929688,-1.01073885,0.821293831,-0.416992188,0.022083282,-0.27925542,-0.793058217,10.06550694,101.9433823,18.77862549,40.07098007,10.88167953,-1.173595309,2.496979237,-38.7862587,0.90756166,-0.087157287,0.107534409,0.080067739,0.017974475,0.303710938,1.22413063,0.108520508,0.364206314,-0.302627802,-0.066894531,0.011587143,0.953058243,-0.976622224,11.63445568,136.3143463,31.98473358,40.07097244,9.515267372,0.294975698,0.738826036,-34.60305405,0.4661268,0.960991859,"CLOCKWISE"
